timestamp,experiment_id,project_name,duration,emissions,energy_consumed,country_name,country_iso_code,region,on_cloud,cloud_provider,cloud_region
2023-06-21T10:31:53,563b64aa-5b01-49d6-88a3-5d62cf0b932a,codecarbon,164.79944896697998,1.977102088299391e-06,2.992733072048689e-06,Italy,ITA,the marches,N,,
